root_path,modules_names,modules_path,reg_factor,name,loss,epochs_warm_up,epochs,warm_up,output_dim,val_loss,test_error
experiments/multi/,"['cnn_chlid.h5', 'cnn_chl_a.h5', 'cnn_chl_b.h5', 'cnn_chc12.h5', 'cnn_fucox.h5', 'cnn_hxfcx.h5', 'cnn_btfcx.h5', 'cnn_diadi.h5', 'cnn_allox.h5', 'cnn_diato.h5', 'cnn_zeaxa.h5', 'cnn_perid.h5']","['experiments/multi//split_3/modules/cnn_chlid.h5', 'experiments/multi//split_3/modules/cnn_chl_a.h5', 'experiments/multi//split_3/modules/cnn_chl_b.h5', 'experiments/multi//split_3/modules/cnn_chc12.h5', 'experiments/multi//split_3/modules/cnn_fucox.h5', 'experiments/multi//split_3/modules/cnn_hxfcx.h5', 'experiments/multi//split_3/modules/cnn_btfcx.h5', 'experiments/multi//split_3/modules/cnn_diadi.h5', 'experiments/multi//split_3/modules/cnn_allox.h5', 'experiments/multi//split_3/modules/cnn_diato.h5', 'experiments/multi//split_3/modules/cnn_zeaxa.h5', 'experiments/multi//split_3/modules/cnn_perid.h5']",0.01,cm,mse,300,100,True,13,,"[-1.0752196043972715, -0.2566891358795014, 0.13245927565283538, 0.32883113058166846, 0.44109658695344106, 0.5145008001852592, 0.5675361616803513, 0.6078772233445288, 0.6394467140452004, 0.6645794208342344, 0.6846497550714875, 0.7008717654716007, 0.7138273094582713, 0.724070271471213, 0.7321799462852504, 0.7385498763436584, 0.7434060952768301, 0.7472286348713817, 0.7500913751756572, 0.7523060041411966, 0.7539583689772298, 0.7552781319781237, 0.7562005107586599, 0.7568341318614564, 0.7573934048883691, 0.7578075361584631, 0.7579467681881754, 0.7581089201341229, 0.7581959473326157, 0.758220952754018, 0.7600801948002864, 0.7610540662681343, 0.7608711994986821, 0.7656348903632939, 0.7675148390053871, 0.7729550095608559, 0.7770930991154045, 0.7797051951837651, 0.7766255961174804, 0.7755222693991948]"
