,chlide,chla,chlb,chlc12,fuco,hex,but,diad,allo,diato,zea,caro,peri
400,0.04850976680817049,0.07077664818124114,0.08620769868451005,0.06936642143409699,0.06362980723913227,0.10216658209849681,0.24819475206147348,0.056626850115467926,0.16010726908487932,0.10900032396395025,0.10974237535265274,0.06972379090854831,0.05620778991890672
412,0.08129201915913395,0.10097285777529967,0.11563603836111724,0.10126669643588164,0.09368925024422683,0.10542588338388928,0.1371777820666986,0.07246542708682162,0.1200322758938585,0.07584317095045533,0.09967601711936627,0.08933753059318406,0.08784490819588038
442,0.23624259499566896,0.2615190174962793,0.2291599131322073,0.2697706205238189,0.2681341582377042,0.23093698903851742,0.5577746129461697,0.1940773474218856,0.37000591412652284,0.2609304238909057,0.167956088470029,0.2443640133632081,0.0777478519926912
490,0.16012124552798923,0.18896159882258093,0.1455364960046219,0.18916572305274063,0.1918951911003595,0.20469150113474047,0.42864365032541435,0.15881519375501998,0.24580614418456598,0.2434729258030919,0.25107373415292905,0.19898377859499305,0.0708196151535958
510,0.0559921721869614,0.036750537530419285,0.06951771939306386,0.04070523310136715,0.04349847748026799,0.10580174997448921,0.14361880160868168,0.04470698117490558,0.08599569924574878,0.053949920136281956,0.13015073901208649,0.043029414388001896,0.06617845806093621
560,0.30624271782913376,0.35023407518331495,0.3194374549119467,0.36362413756017176,0.36972258146852255,0.3160924738871732,0.6038815424378429,0.2988852305820079,0.4631654713302851,0.3847366532177797,0.25295738130807877,0.30556108110717367,0.1994507006103439
620,0.16899931174702942,0.22819223005457648,0.2186722125126315,0.22138285941244767,0.2065390826069883,0.20765378971451096,0.36482690570742954,0.20475895423442125,0.27725144967553206,0.2743422333151102,0.21943246543690162,0.22194579621178231,0.13762569646184733
665,0.09236633805059162,0.07824094257583576,0.15744172230396153,0.08074973690755931,0.0832469557353761,0.10110027707248394,0.17045737726480834,0.06929617442074232,0.1271035635644304,0.08340356673579663,0.19010860386437603,0.07505009868847472,0.10717432648276112
673,0.0738905586601634,0.12446451792493463,0.15251832575138127,0.1024899136973545,0.09997678396757692,0.128629475100232,0.09550998798970665,0.11028387793339789,0.09219506727198937,0.08910905631325607,0.15413628674910537,0.12394896798234965,0.12027734877275569
681,0.2247276466805488,0.27421109078984174,0.3828420212874854,0.25118871458939146,0.2674952102159815,0.15418503652991994,0.10883882245980203,0.19805497662829502,0.09535040905965227,0.14416517995830094,0.21380169240624777,0.27200927558754173,0.22496699731397843
708,0.10295359078112856,0.12296014914422163,0.1498110757675022,0.13836269140509622,0.13116999975006496,0.08690112288708665,0.38250013613807304,0.058507181770567386,0.20946107603543038,0.121581761399284,0.13920160426226044,0.11802755446530812,0.06746860911204879
