,chlid,chl_a,chl_b,chc12,fucox,hxfcx,btfcx,diadi,allox,diato,zeaxa,perid
MSE,0.5108781599671948,0.12297958567387197,0.36566708667635844,0.10827534315285489,0.27472360485025654,0.2208414272123313,0.22363948647547013,0.14845502315867917,0.612294616748699,0.2952853887100625,0.2205777533855297,0.4375790813083181
R2,0.8104547441760761,0.9163896072193566,0.7791534944374575,0.9455131425548309,0.9223928608273929,0.7894715110450639,0.6696946568977384,0.9105830199699629,0.7521973855276995,0.8153895720351321,0.613932913809707,0.8125047582935843
MAPE,0.4779656210105377,0.2357103423847825,0.46570711736160003,0.23467142725969606,0.39675649608857816,0.39122348899027465,0.37165356211658446,0.3160001739371307,0.6973126888714929,0.49047089981465597,0.3906285374891128,0.6155987641184554
MAE,0.11649267590241334,0.3017676403834691,0.02467864753866719,0.06235294139178622,0.12538197123820918,0.04116262543828101,0.0059791811742089885,0.07386903375363833,0.017591124433441137,0.013821252063309421,0.01490306293125088,0.017343557715295135
MPE,0.17292990133341454,0.012736263655322723,0.1341134747358537,0.01369617849581657,0.08662638638215081,0.10505765052102624,0.10782243405319482,0.03871116361094168,0.30462897663149585,0.13518144248411812,0.10868573292081597,0.21465639557660698
ME,-0.10461224152452636,-0.22367238378457124,-0.014783958219593841,-0.05355486618943714,-0.11367906768614983,-0.02397009434166792,-0.0029964942864066845,-0.05104505406749409,-0.013078572958044307,-0.009640405982456898,-0.0071257379439875895,-0.006437328201111508
