modules_path,reg_factor,name,epochs,val_loss,test_error
"['experiments/13_wl_final/split_3/modules/dnn_chlid.h5', 'experiments/13_wl_final/split_3/modules/dnn_chl_a.h5', 'experiments/13_wl_final/split_3/modules/dnn_chl_b.h5', 'experiments/13_wl_final/split_3/modules/dnn_chc12.h5', 'experiments/13_wl_final/split_3/modules/dnn_fucox.h5', 'experiments/13_wl_final/split_3/modules/dnn_hxfcx.h5', 'experiments/13_wl_final/split_3/modules/dnn_btfcx.h5', 'experiments/13_wl_final/split_3/modules/dnn_diadi.h5', 'experiments/13_wl_final/split_3/modules/dnn_allox.h5', 'experiments/13_wl_final/split_3/modules/dnn_diato.h5', 'experiments/13_wl_final/split_3/modules/dnn_zeaxa.h5', 'experiments/13_wl_final/split_3/modules/dnn_betac.h5', 'experiments/13_wl_final/split_3/modules/dnn_perid.h5']",0.01,cm,100,,"[0.2771587695821791, 0.6317277635478302, 0.6455124382544327, 0.6471786521050995, 0.6454520113496554, 0.6431213161313332, 0.6405222936588013, 0.6375589930210863, 0.6349100145862134, 0.6321053011684667]"
