dims,kernel_sizes,dropout,reg_factor,name,loss,output_dim,epochs,val_loss,test_error
"[4, 4, 4, 4]","[3, 5, 7, 9]",0.0,0.01,m,mse,13,184,0.3901139994462331,"[-0.017898324314245644, 0.326026909238963, 0.5166117709959225, 0.594686073441903, 0.6416002663218894, 0.6677106569877266, 0.6808057233917686, 0.6878826881754497, 0.6926218825744679, 0.6941699340946929, 0.697139383685516, 0.7004603361095193, 0.7059791947343623, 0.7108046111943179, 0.7157193662890327, 0.7210210030393837, 0.7246128532178022, 0.7310211308555087, 0.7346001631039343]"
