modules_path,reg_factor,name,epochs,val_loss,test_error
"['experiments/13_wl_final/split_1/modules/bilstm_chlid.h5', 'experiments/13_wl_final/split_1/modules/bilstm_chl_a.h5', 'experiments/13_wl_final/split_1/modules/bilstm_chl_b.h5', 'experiments/13_wl_final/split_1/modules/bilstm_chc12.h5', 'experiments/13_wl_final/split_1/modules/bilstm_fucox.h5', 'experiments/13_wl_final/split_1/modules/bilstm_hxfcx.h5', 'experiments/13_wl_final/split_1/modules/bilstm_btfcx.h5', 'experiments/13_wl_final/split_1/modules/bilstm_diadi.h5', 'experiments/13_wl_final/split_1/modules/bilstm_allox.h5', 'experiments/13_wl_final/split_1/modules/bilstm_diato.h5', 'experiments/13_wl_final/split_1/modules/bilstm_zeaxa.h5', 'experiments/13_wl_final/split_1/modules/bilstm_betac.h5', 'experiments/13_wl_final/split_1/modules/bilstm_perid.h5']",0.01,cm,100,,"[0.309850147827985, 0.704750109974753, 0.7258665864714492, 0.733718962224948, 0.7366134205939239, 0.738776754705344, 0.7386671345695994, 0.739333094254573, 0.7412409141925215, 0.7422366169300165]"
