dims,kernel_sizes,dropout,reg_factor,name,loss,output_dim,epochs,val_loss,test_error
"[4, 4, 4]","[3, 5, 7]",0.0,0.01,s,mse,13,306,0.36604931950569153,"[-0.03294913513985671, 0.24978464132200687, 0.40051570203230713, 0.4843006692909826, 0.5418046566516849, 0.5789836474945056, 0.6076919857940383, 0.6325613758008679, 0.6574551898725028, 0.6751505352777314, 0.686480518519019, 0.6937314215042781, 0.6987944979147043, 0.7028551777091903, 0.7069042310449392, 0.711633217693831, 0.7133661475251556, 0.7169532478569197, 0.7191597042094455, 0.7195903621312023, 0.7238991320142056, 0.7255452847020039, 0.7254006764498204, 0.7218096112680287, 0.7265983557241265, 0.7251917145110945, 0.7302625464097322, 0.7300604437020287, 0.732012422152276, 0.7352801105454193, 0.7254202083028519]"
