dims,kernel_sizes,dropout,reg_factor,name,loss,output_dim,epochs,val_loss,test_error
"[4, 4, 4]","[3, 5, 7]",0.0,0.01,s,mse,13,333,0.33532483379046124,"[-0.02749906878800009, 0.20876867552609482, 0.3236042205576926, 0.3807562447250457, 0.4283507167896528, 0.4686289596464007, 0.5032072044137283, 0.5327439949236613, 0.558941345297426, 0.5862651217081335, 0.6095140144421328, 0.6254327027995099, 0.637349588483782, 0.6507723270114418, 0.6602430833848454, 0.6692568203043907, 0.6753475069174806, 0.6844379650007569, 0.6932953540843088, 0.6989001977490074, 0.7074121254517963, 0.714249581525845, 0.720504500908269, 0.7275464462165111, 0.7299202926610856, 0.7348819139375118, 0.7390195567832211, 0.7406952194216075, 0.7408288371572578, 0.7414446381577533, 0.7415938302347757, 0.739874277755212, 0.7388925961386785, 0.7410156350050406]"
