tree_method,subsample,n_estimators,min_child_weight,max_depth,lambda,gamma,eta,colsample_bytree,booster,alpha,val_loss,test_error
auto,0.75,200,6,6,2,0.5,0.05,0.6,gbtree,0.5,0.6786092718442281,[]
