dims,kernel_sizes,dropout,reg_factor,name,loss,output_dim,epochs,val_loss,test_error
"[4, 4, 4]","[3, 5, 7]",0.0,0.01,s,mse,13,285,0.35126617550849915,"[-0.0347910817453696, 0.23049722988275642, 0.37195148901659014, 0.44017581301819503, 0.4861190318528494, 0.5186634665801247, 0.54419643473182, 0.5656553320663883, 0.5853266398133075, 0.6052546394675514, 0.6239834065850915, 0.6389203071370376, 0.6501217660567745, 0.6596756115137801, 0.6662719663943554, 0.6704356480685412, 0.6746054166553245, 0.6750601824328979, 0.6793746616963828, 0.6834575212106826, 0.6861802022587207, 0.6901567286030248, 0.6945919848035416, 0.6983282538382423, 0.7012046944964793, 0.7035457455586596, 0.7055044255330054, 0.7060981420027997, 0.7095146317014264]"
