dims,kernel_sizes,dropout,reg_factor,name,loss,output_dim,epochs,val_loss,test_error
"[4, 4, 4]","[3, 5, 7]",0.0,0.01,s,mse,13,263,0.37317704161008197,"[-0.009112283985874475, 0.31146513217942134, 0.47392318562148744, 0.5708138686527658, 0.6235684995659537, 0.6576817120964707, 0.6769438044979743, 0.6862402753843408, 0.6939608136829628, 0.6973448361272866, 0.6982643829287439, 0.7011957433398303, 0.703997131863619, 0.7081559348486761, 0.7093765352059859, 0.7132595387070475, 0.7177655629140046, 0.7211334274824536, 0.7233403947304607, 0.7278004083523719, 0.7285918904168339, 0.7281143092593432, 0.7260550352405633, 0.7288743952545139, 0.7272375935160019, 0.7257713141153821, 0.7288979585306854]"
