dims,dropout,reg_factor,name,loss,output_dim,epochs,val_loss,test_error
[2],0.1,0.01,s,mse,13,388,0.378026286760966,"[-0.25298876891304045, -0.0023357824107186854, 0.1280887636663735, 0.22832031388547266, 0.3074343279765409, 0.3712758584703227, 0.42376096717752065, 0.46770829519807633, 0.5056945821856528, 0.5378510194915026, 0.5663409339551524, 0.5904387434182374, 0.610997782169933, 0.6268033974943731, 0.6406939561051743, 0.6522192637292437, 0.6616598770624798, 0.6690069939679648, 0.6751430571403734, 0.6800339082949018, 0.683832907960547, 0.6882499327104292, 0.691112871111476, 0.6937533882362567, 0.6959160315027584, 0.6980107751663449, 0.6992475754987956, 0.7004265490343691, 0.7010854686399637, 0.7022562987876306, 0.7022915469047254, 0.7032834239725331, 0.7040235811156632, 0.7048542607631691, 0.7051862994460909, 0.7055148047324524, 0.7055841924715529, 0.7058985006086574, 0.7063794400210297]"
