tree_method,subsample,n_estimators,min_child_weight,max_depth,lambda,gamma,eta,colsample_bytree,booster,alpha,val_loss,test_error
auto,0.75,150,6,4,2,0.5,0.025,0.6,gbtree,1.0,0.6677332719167074,[]
