dims,dropout,reg_factor,name,loss,output_dim,epochs,val_loss,test_error
"[4, 4, 4]",0.1,0.01,m,mse,13,309,0.49066970745722455,"[-0.008804584590254735, -0.005850572073446773, -0.005841208764917483, -0.0058068732111883434, -0.005799269055781269, -0.005754465713218513, -0.005739208832632723, -0.005591336402869309, -0.005385336421581122, -0.005158946177777295, -0.0049273121478243635, -0.004752424084936266, -0.004447770579230608, -0.0028439316477480306, 0.0017721372061241503, 0.01677969146708445, 0.051525162328359804, 0.12429336305642359, 0.21060909617007925, 0.2850983653581079, 0.33511955686342065, 0.3661869657419734, 0.3881514538060096, 0.4051835511936703, 0.41828658145319064, 0.4289100088329064, 0.4384579076082365, 0.4469339222365276, 0.4555775238322269, 0.4633704046340705, 0.46984888064241165]"
