root_path,modules_names,modules_path,reg_factor,name,epochs,epochs_warm_up,loss,warm_up,rescale,output_dim,val_loss,test_error
experiments/OLCI_sat_preft/,"['cnn_chlid.h5', 'cnn_chl_a.h5', 'cnn_chl_b.h5', 'cnn_chc12.h5', 'cnn_fucox.h5', 'cnn_hxfcx.h5', 'cnn_btfcx.h5', 'cnn_diadi.h5', 'cnn_allox.h5', 'cnn_diato.h5', 'cnn_zeaxa.h5', 'cnn_perid.h5']","['experiments/OLCI_sat_preft//split_0/modules/cnn_chlid.h5', 'experiments/OLCI_sat_preft//split_0/modules/cnn_chl_a.h5', 'experiments/OLCI_sat_preft//split_0/modules/cnn_chl_b.h5', 'experiments/OLCI_sat_preft//split_0/modules/cnn_chc12.h5', 'experiments/OLCI_sat_preft//split_0/modules/cnn_fucox.h5', 'experiments/OLCI_sat_preft//split_0/modules/cnn_hxfcx.h5', 'experiments/OLCI_sat_preft//split_0/modules/cnn_btfcx.h5', 'experiments/OLCI_sat_preft//split_0/modules/cnn_diadi.h5', 'experiments/OLCI_sat_preft//split_0/modules/cnn_allox.h5', 'experiments/OLCI_sat_preft//split_0/modules/cnn_diato.h5', 'experiments/OLCI_sat_preft//split_0/modules/cnn_zeaxa.h5', 'experiments/OLCI_sat_preft//split_0/modules/cnn_perid.h5']",0.01,cm,100,300,masked_mse,True,False,12,,"[-5.841907711730626, -0.5404352587553586, -0.026575520775665523, 0.19373479204797336, 0.30775781891188725, 0.37889469079773913, 0.42669844099543597, 0.454059828808167, 0.46866333837219315, 0.4767352621499488, 0.4790856745932332, 0.4794892880258231, 0.4786970264288139, 0.4778704447852911, 0.4794649812934011, 0.47918490795895335, 0.4786141632128566, 0.4792946158003896, 0.4791902329217712, 0.4786426565997652, 0.4774153448884104, 0.4783603438479926, 0.4791701857910102, 0.4784201143889692, 0.47729989666791534, 0.47857607879822744, 0.47896328247646675, 0.4780729659427944, 0.4790950759916161, 0.47787335517819485, 0.4862223259965904, 0.5394092055654311, 0.5562860061962946, 0.5635648689411753, 0.5679753751227111, 0.5726392185809179, 0.5759746031135752, 0.5794321760589805, 0.5837030607204795, 0.5864811424321018]"
