,chlide,chla,chlb,chlc12,fuco,hex,but,diad,allo,diato,zea,caro,peri
400,0.02410505257596794,0.08231080424073818,0.10234573683036226,0.06053025995580746,0.047870641508779954,0.11331761319057218,0.2204988299344726,0.06740425415669701,0.16123367553310736,0.14885934322540248,0.22068634196849807,0.1084600814085986,0.07712598053538906
412,0.07724954976168062,0.10124498988235635,0.10539553810044058,0.11129526780652148,0.09482431650394574,0.14029577436407895,0.21155127749703492,0.0863243883359246,0.13890787337108382,0.1251814137623504,0.08979359586373903,0.10548213393693524,0.06220918281802109
442,0.19803326719972705,0.23375960984932526,0.2384595782496035,0.23348418280615338,0.2326985277800954,0.19806019908615521,0.35309179725923706,0.18219364301434585,0.3286571915461017,0.21332784269803337,0.17860414789590454,0.24272672765489137,0.11566698133745897
490,0.1335395943814157,0.1857748188610588,0.1326073927505474,0.18027140094532765,0.17196796478570572,0.23857651724548695,0.44838948494621683,0.16096672823186964,0.27658944736633984,0.25597247581130694,0.341278082691133,0.22086644709842013,0.05830838162676498
510,0.0593638218810416,0.048354890155938586,0.0718890841983791,0.043972195558516045,0.06938819465826132,0.0641338275184223,0.25349818589165807,0.03443995828170695,0.1123672721431441,0.07496830591740686,0.14325503818690777,0.05446455514798539,0.08621493216092599
560,0.24968570006811724,0.29587529843723004,0.24194467041109288,0.30837098489116344,0.3231548421941365,0.3869524140775736,0.46874845859461595,0.29205046814500485,0.33857050355124685,0.3553175177159054,0.2741010593516486,0.27598439323316726,0.2514957517851144
620,0.13971737478069762,0.23807818010183318,0.15046613356597455,0.24254665350807564,0.2275715491601399,0.34379912417248953,0.6026764348082777,0.1835048567403906,0.3691221778281033,0.3110974835165377,0.1978898905882878,0.21351370892287896,0.11936646979302168
665,0.09411331043312592,0.11929678680774357,0.12276644815158631,0.11297359255175772,0.11838073324179277,0.13297880258012032,0.19281465593459352,0.08180428236456853,0.1793474201778216,0.13249460082235082,0.11663803238687771,0.1020569224409493,0.10484854344810758
673,0.09894745961979165,0.13510557245379978,0.22138673911935516,0.10616815918391305,0.11002666193858854,0.14036512076563668,0.21858094931147726,0.0980570005901557,0.17747876909561455,0.09867662565375213,0.11082423075900547,0.13461303896370477,0.12905344502464036
681,0.18774757654006993,0.21477897239050694,0.3212149346114269,0.18682485107066377,0.1839578435756266,0.12105409086799616,0.2353837963393224,0.1599342566249626,0.13817213948017784,0.09331160241604916,0.20840496077601398,0.22205279448202678,0.16565855269852495
708,0.09172192478685506,0.14346632101972187,0.19092544088406221,0.13491211538868292,0.1349212952689933,0.1817750725728859,0.40257812384516,0.06444876707558121,0.18891478105381662,0.0931071678060107,0.10493065165896301,0.13303050096146762,0.054138148906141784
