root_path,modules_names,modules_path,reg_factor,name,loss,epochs_warm_up,epochs,warm_up,output_dim,val_loss,test_error
experiments/OLCI/,"['cnn_chlid.h5', 'cnn_chl_a.h5', 'cnn_chl_b.h5', 'cnn_chc12.h5', 'cnn_fucox.h5', 'cnn_hxfcx.h5', 'cnn_btfcx.h5', 'cnn_diadi.h5', 'cnn_allox.h5', 'cnn_diato.h5', 'cnn_zeaxa.h5', 'cnn_perid.h5']","['experiments/OLCI//split_4/modules/cnn_chlid.h5', 'experiments/OLCI//split_4/modules/cnn_chl_a.h5', 'experiments/OLCI//split_4/modules/cnn_chl_b.h5', 'experiments/OLCI//split_4/modules/cnn_chc12.h5', 'experiments/OLCI//split_4/modules/cnn_fucox.h5', 'experiments/OLCI//split_4/modules/cnn_hxfcx.h5', 'experiments/OLCI//split_4/modules/cnn_btfcx.h5', 'experiments/OLCI//split_4/modules/cnn_diadi.h5', 'experiments/OLCI//split_4/modules/cnn_allox.h5', 'experiments/OLCI//split_4/modules/cnn_diato.h5', 'experiments/OLCI//split_4/modules/cnn_zeaxa.h5', 'experiments/OLCI//split_4/modules/cnn_perid.h5']",0.01,cm,mse,300,100,True,13,,"[-0.656758424399288, -0.0373131853097873, 0.282042126296345, 0.46111264109439215, 0.568952982422567, 0.6382393662197677, 0.6855350576980741, 0.7194342304216861, 0.7448526315846606, 0.7643072449829843, 0.779506822956382, 0.7914477700500822, 0.8008002687885252, 0.808085242315335, 0.8139215094526908, 0.8184801590485058, 0.8221113205172141, 0.8247695213204003, 0.8269743339190808, 0.8285171094922756, 0.829751490913456, 0.8306378310930237, 0.8312724441282248, 0.8316737806650253, 0.8320234061515559, 0.8322622688080178, 0.8324070427936536, 0.8326015369640665, 0.8327317818414776, 0.8328017977625831, 0.8343929306647351, 0.8371653135748642, 0.838194170403034, 0.8384782957870088, 0.8388346871065934, 0.8386675152753048, 0.8385246497930378, 0.8385500641595888, 0.8383668673892305, 0.838400537172524]"
