dims,kernel_sizes,dropout,reg_factor,name,loss,output_dim,epochs,val_loss,test_error
"[4, 4, 4, 4]","[3, 5, 7, 9]",0.0,0.01,m,mse,13,211,0.37408361832300824,"[-0.0415147229111784, 0.3172148772275332, 0.506022660536636, 0.5914036404034152, 0.6450493046356292, 0.6795353409936156, 0.6984526169110316, 0.711043335038807, 0.7184443866376349, 0.7247780508157408, 0.7263833865607765, 0.7277644753383261, 0.733944762321647, 0.7360702181096523, 0.7371226005426161, 0.7427641647420948, 0.7469847707338116, 0.7514887552263528, 0.7589573728852753, 0.7674992611251874, 0.773103610677776, 0.7775757824438578]"
