modules_path,reg_factor,name,epochs,val_loss,test_error
"['experiments/13_wl_final_cnn/split_0/modules/cnn_chlid.h5', 'experiments/13_wl_final_cnn/split_0/modules/cnn_chl_a.h5', 'experiments/13_wl_final_cnn/split_0/modules/cnn_chl_b.h5', 'experiments/13_wl_final_cnn/split_0/modules/cnn_chc12.h5', 'experiments/13_wl_final_cnn/split_0/modules/cnn_fucox.h5', 'experiments/13_wl_final_cnn/split_0/modules/cnn_hxfcx.h5', 'experiments/13_wl_final_cnn/split_0/modules/cnn_btfcx.h5', 'experiments/13_wl_final_cnn/split_0/modules/cnn_diadi.h5', 'experiments/13_wl_final_cnn/split_0/modules/cnn_allox.h5', 'experiments/13_wl_final_cnn/split_0/modules/cnn_diato.h5', 'experiments/13_wl_final_cnn/split_0/modules/cnn_zeaxa.h5', 'experiments/13_wl_final_cnn/split_0/modules/cnn_betac.h5', 'experiments/13_wl_final_cnn/split_0/modules/cnn_perid.h5']",0.01,cm,100,,"[-0.17210388635039947, 0.7180546831264427, 0.759882435423654, 0.7746744496389186, 0.781393645966616, 0.7837077095236691, 0.7878585919091865, 0.7854054401056743, 0.7878040227928427, 0.7857392048284496]"
