tree_method,subsample,n_estimators,min_child_weight,max_depth,lambda,gamma,eta,colsample_bytree,booster,alpha,val_loss,test_error
auto,0.75,100,4,6,2,0.5,0.05,0.75,gbtree,0.5,0.6780256628990173,[]
