modules_path,reg_factor,name,epochs,val_loss,test_error
"['experiments/13_wl_final_cnn/split_2/modules/cnn_chlid.h5', 'experiments/13_wl_final_cnn/split_2/modules/cnn_chl_a.h5', 'experiments/13_wl_final_cnn/split_2/modules/cnn_chl_b.h5', 'experiments/13_wl_final_cnn/split_2/modules/cnn_chc12.h5', 'experiments/13_wl_final_cnn/split_2/modules/cnn_fucox.h5', 'experiments/13_wl_final_cnn/split_2/modules/cnn_hxfcx.h5', 'experiments/13_wl_final_cnn/split_2/modules/cnn_btfcx.h5', 'experiments/13_wl_final_cnn/split_2/modules/cnn_diadi.h5', 'experiments/13_wl_final_cnn/split_2/modules/cnn_allox.h5', 'experiments/13_wl_final_cnn/split_2/modules/cnn_diato.h5', 'experiments/13_wl_final_cnn/split_2/modules/cnn_zeaxa.h5', 'experiments/13_wl_final_cnn/split_2/modules/cnn_betac.h5', 'experiments/13_wl_final_cnn/split_2/modules/cnn_perid.h5']",0.01,cm,100,,"[0.4348486041237974, 0.7117731509212999, 0.7249838775616791, 0.736259493333162, 0.7440710682616896, 0.7554864222215802, 0.7591352179778442, 0.7616417424663612, 0.7693068524650548, 0.7725075945761597]"
