,chlid,chl_a,chl_b,chc12,fucox,hxfcx,btfcx,diadi,allox,diato,zeaxa,betac,perid
MSE,0.09335273212758727,0.021338200749954975,0.07400476068997042,0.024643556841207323,0.06320061987536851,0.05868987497584958,0.06062711672022973,0.033176259046689555,0.12872829386579,0.06403713151447413,0.05735992535529909,0.023315001426287715,0.06281335255220591
R2,0.8150195178900157,0.9222630115275353,0.7601528252393508,0.9341045883789154,0.9054395506268341,0.7039392565578109,0.5004999818600245,0.8936930898261337,0.715015207636801,0.7856913492474131,0.4597814886919305,0.9118358665692176,0.8562201734886791
MAPE,0.5425252424273704,0.2591421418378338,0.47576462026118643,0.2763108127738506,0.47748712491436024,0.4789860838500214,0.4882837952990617,0.35842016256231496,0.8417544791874525,0.5579416854794863,0.45712979996139097,0.26783878458206195,0.5204101974880424
MAE,0.11584001950971164,0.2339920580805791,0.023912517185378703,0.04742391300864565,0.12844844517163748,0.04799465338918813,0.006928788275119792,0.0887919193259413,0.01618652741602818,0.012988196460940656,0.01655629566011535,0.014989960702309848,0.014329246578625388
MPE,0.25144438531757113,0.054493482287050234,0.17086513315516466,0.0731263211912113,0.19830550715951595,0.18817784613473168,0.17667743929004587,0.09593624424453487,0.4537847690508368,0.21154320481520525,0.1438049575823646,0.05870670553994021,0.19516864951549087
ME,-0.10005830164658794,-0.06156974822811262,-0.011991530580934917,-0.02899713243903154,-0.03569604514545648,-0.023808098369107883,-0.0032632705515025146,-0.05804673310431515,-0.009432253881364728,-0.007987077541084613,-0.008063834558402658,-0.009926144092638685,-0.005820235485708115
