dims,kernel_sizes,dropout,reg_factor,name,loss,output_dim,epochs,val_loss,test_error
"[4, 4, 4]","[3, 5, 7]",0.0,0.01,s,mse,13,292,0.36002108454704285,"[-0.030092584798354895, 0.28802658367457057, 0.4183870937323887, 0.48127953123651596, 0.526373319846575, 0.5567203068572246, 0.580923910043861, 0.6009866301867213, 0.6164048985618538, 0.6297676412294975, 0.6435531816629455, 0.6594485330593065, 0.6721709549834358, 0.6830135775390267, 0.6895722109600444, 0.6980247394290736, 0.702283566661622, 0.7091571913446871, 0.7131952545185976, 0.7157958994655028, 0.7172343061036097, 0.718480167225917, 0.7201940367392647, 0.722184309930505, 0.7224869019027502, 0.7220362831225594, 0.7193575233611457, 0.7227150191232147, 0.7219606027713141, 0.7240852260771379]"
