root_path,modules_names,modules_path,reg_factor,name,epochs,epochs_warm_up,loss,warm_up,rescale,output_dim,val_loss,test_error
experiments/multi_sat_preft/,"['cnn_chlid.h5', 'cnn_chl_a.h5', 'cnn_chl_b.h5', 'cnn_chc12.h5', 'cnn_fucox.h5', 'cnn_hxfcx.h5', 'cnn_btfcx.h5', 'cnn_diadi.h5', 'cnn_allox.h5', 'cnn_diato.h5', 'cnn_zeaxa.h5', 'cnn_betac.h5', 'cnn_perid.h5']","['experiments/multi_sat_preft//split_0/modules/cnn_chlid.h5', 'experiments/multi_sat_preft//split_0/modules/cnn_chl_a.h5', 'experiments/multi_sat_preft//split_0/modules/cnn_chl_b.h5', 'experiments/multi_sat_preft//split_0/modules/cnn_chc12.h5', 'experiments/multi_sat_preft//split_0/modules/cnn_fucox.h5', 'experiments/multi_sat_preft//split_0/modules/cnn_hxfcx.h5', 'experiments/multi_sat_preft//split_0/modules/cnn_btfcx.h5', 'experiments/multi_sat_preft//split_0/modules/cnn_diadi.h5', 'experiments/multi_sat_preft//split_0/modules/cnn_allox.h5', 'experiments/multi_sat_preft//split_0/modules/cnn_diato.h5', 'experiments/multi_sat_preft//split_0/modules/cnn_zeaxa.h5', 'experiments/multi_sat_preft//split_0/modules/cnn_betac.h5', 'experiments/multi_sat_preft//split_0/modules/cnn_perid.h5']",0.01,cm,100,300,masked_mse,True,False,13,,"[-3.1032980505429446, 0.0687226580070044, 0.3401797935521674, 0.4430169646701797, 0.4965813572621766, 0.5249609103175018, 0.5390711562966899, 0.5460938464966423, 0.5495913617397846, 0.5514144986901959, 0.552470340409119, 0.5530801194818057, 0.5529750750944219, 0.5536974241993171, 0.5533523425289336, 0.5537161198339786, 0.553775200219285, 0.5537129854273138, 0.5538519675220477, 0.55356236497123, 0.553947678507024, 0.5538739061073101, 0.5540828760489506, 0.5540721762935026, 0.5540681439629711, 0.5538825678590721, 0.5541386284573713, 0.5539867944859782, 0.5541787875575277, 0.5541434344375291, 0.5586851689417525, 0.574140617863115, 0.5804581204655064, 0.5844622817884629, 0.5870541909130662, 0.5892377471320256, 0.5906882527675589, 0.5921501549664339, 0.5932580818583977, 0.5941569165442694]"
