,chlide,chla,chlb,chlc12,fuco,hex,but,diad,allo,diato,zea,caro,peri
412,0.3091041859292759,0.2542596592723915,0.18349700474205394,0.14939529858026238,0.355223867489311,0.7328717312302017,0.6745989089743387,0.18411466188368897,0.3795101211412782,0.22486758854630073,0.40641545753826436,0.15627405008522902,0.2657911740288128
442,0.3218871153896088,0.378615884648646,0.1674048995232666,0.3549610788175371,0.4686840012895371,0.523119641621695,0.5130958478371122,0.18140713798872474,0.4043854783775227,0.2951124617474501,0.32856614520708166,0.24440622673232884,0.32593869030244915
490,0.46345188990443364,0.41069157466547535,0.2671237907808866,0.3925802241685342,0.3868972372949605,0.46717921884186053,0.4249479791281023,0.3242280762270178,0.45482567481745984,0.38647020847487246,0.19977380244332277,0.28473709257256735,0.5396281392850125
560,0.4079518761180198,0.3077792613092432,0.24742819635216462,0.22645040574968603,0.2998397415443204,0.19092303814673034,0.16779606784204132,0.29881075148809516,0.28057146651729503,0.2595987435695468,0.40047321691891763,0.22878809776483827,0.3812460705246972
673,0.16008763100550574,0.2813375959040042,0.1774286065875064,0.26232551187491526,0.30894720150058635,0.22758484586338654,0.2311952041935972,0.22893901489963636,0.29393311904352143,0.25661546879926217,0.1942531054563777,0.26381142859635504,0.14543231624279468
